event,avgTweetLength_orig,numTweets_orig,credCount-2_ret,credCount-1_ret,credCount0_ret,credCount1_ret,credCount2_ret,P_ca_ret,Credibility_Class_Name_ret,Credibility_Class_Number_ret,cscw_predictor
nfl_patriots_footballs-20150119_084536-20150119_093940,14.06576264,18141,0,0,2,5,23,0.766666667,Moderate,3,2
india_world_pakistan-20150215_040639-20150215_053547,16.68610995,42894,0,0,0,2,28,0.933333333,Perfect,1,3
beijing_music_wave-20141025_074500-20141025_085012,14.18304885,16990,0,1,3,8,18,0.6,Moderate,3,4
smith_cavs_waiters-20150105_211143-20150105_233051,16.64272627,5458,0,0,2,4,24,0.8,High,2,3
muslims_form_synagogue-20150221_142636-20150221_153235,13.88608137,7005,0,0,1,3,26,0.866666667,High,2,2
liverpool_real_madrid-20141022_113914-20141022_122656-20141022_123607-20141022_134245,13.73645505,150665,0,1,0,2,27,0.9,Perfect,1,2
game_win_cowboys-20141214_235644-20141215_010737,16.568,1875,0,0,0,2,28,0.933333333,Perfect,1,1
#grammys_album_congrats-20150208_183650-20150208_194148,14.65612148,3161,0,0,2,3,25,0.833333333,High,2,2
red_united_villa-20141220_100941-20141220_111004,17.38601533,1044,0,0,3,3,24,0.8,High,2,2
ebola_news_check-20141025_074500-20141025_085012,19.79955275,4919,3,1,6,6,14,0.466666667,Low,4,2
rooney_dive_united-20150216_162044-20150216_173700,16.87329193,805,2,0,3,7,18,0.6,Moderate,3,3
state_florida_game-20150101_185404-20150101_195932,15.27085456,13738,0,0,0,3,27,0.9,Perfect,1,1
after_minister_palestinian-20141210_041913-20141210_053649,14.38792924,4805,0,0,2,4,24,0.8,High,2,2
cowboys_win_redskins-20141027_235136-20141028_012731,17.13515595,2597,1,0,0,4,25,0.833333333,High,2,2
charlie_hebdo_cover-20150113_010551-20150113_023159,14.51011124,50340,0,0,1,1,28,0.933333333,Perfect,1,4
torres_madrid_fernando-20150115_144132-20150115_145404-20150115_155455,16.33322047,17721,0,0,2,2,26,0.866666667,High,2,2
story_toy_coming-20141107_012843-20141107_031416,14.52306617,4292,1,0,0,3,26,0.866666667,High,2,3
cowboys_lions_romo-20150104_165315-20150104_174955,16.50853603,6619,0,0,0,2,28,0.933333333,Perfect,1,2
story_coming_toy-20141107_203335-20141107_215719,14.30044197,10408,0,0,0,7,23,0.766666667,Moderate,3,3
rihanna_mom_grammys-20150208_183650-20150208_194148,16.29824561,57,4,1,3,5,17,0.566666667,Low,4,3
coach_fired_mike-20141229_084729-20141229_093750,15.81348933,1453,0,0,0,3,27,0.9,Perfect,1,2
news_breaking_ebola-20141024_120404-20141024_131233-20141024_133137,14.28457794,8423,7,0,7,3,13,0.433333333,Low,4,4
award_sbs_won-20141221_083141-20141221_092742,16.22822823,666,1,1,1,7,20,0.666666667,Moderate,3,3
pro_bowl_congrats-20141223_200414-20141223_210618,14.73448418,2433,1,0,2,7,20,0.666666667,Moderate,3,2
gerrard_steven_leave-20150102_020610-20150102_033003,16.61596831,14892,0,0,0,3,27,0.9,Perfect,1,2
police_shot_killed-20141221_123516-20141221_134059,15.96462484,16113,1,1,0,1,27,0.9,Perfect,1,1
game_suh_suspended-20141229_124554-20141229_134930,15.18792167,6077,0,0,0,1,29,0.966666667,Perfect,1,2
mourinho_city_jose-20150124_121457-20150124_130629,15.75464124,3986,1,0,0,2,27,0.9,Perfect,1,2
airasia_missing_flight-20141230_064104-20141230_080349,14.35377575,78448,0,0,0,1,29,0.966666667,Perfect,1,1
elliott_ezekiel_game-20150112_223014-20150112_234607,16.33585722,1849,0,0,0,1,29,0.966666667,Perfect,1,2
#charliehebdo_paris_attack-20150108_104156-20150108_114417-20150108_114503-20150108_124712,14.91896086,14820,1,0,0,1,28,0.933333333,Perfect,1,1
katy_perry_show-20150202_083142-20150202_092746,15.12242057,117807,0,0,0,2,28,0.933333333,Perfect,1,1
season_jabari_parker-20141216_224812-20141217_000809,15.48758099,5556,1,0,0,5,24,0.8,High,2,3
john_fox_coach-20150116_142459-20150116_142949-20150116_143440-20150116_155016,15.87516061,19457,1,0,0,2,27,0.9,Perfect,1,2
game_kevin_watch-20150213_202511-20150213_213938,15.38718663,718,2,0,1,6,21,0.7,Moderate,3,3
train_dead_after-20150203_203925-20150203_204506-20150203_205905-20150203_215952,16.03941606,3425,0,0,0,5,25,0.833333333,High,2,4
#sotu_state_union-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,15.66675003,15994,0,0,2,5,23,0.766666667,Moderate,3,3
pakistan_sad_children-20141216_131258-20141216_142101,18.75692308,1300,1,0,0,5,24,0.8,High,2,2
king_martin_luther-20150119_194947-20150119_205045,15.44470886,290788,0,0,5,3,22,0.733333333,Moderate,3,1
justin_padres_upton-20141219_095627-20141219_105515,14.37055927,5686,0,0,0,1,29,0.966666667,Perfect,1,1
ben_game_yards-20141026_183016-20141026_192928,18.73472222,720,0,0,1,4,25,0.833333333,High,2,3
patriots_colts_game-20150118_201944-20150118_213212,15.67810781,18180,0,1,1,1,27,0.9,Perfect,1,2
sony_north_korea-20141219_095627-20141219_105515,15.10944555,92128,0,0,1,3,26,0.866666667,High,2,3
golden_goals_globes-20150113_010551-20150113_023159,15.73666667,300,1,0,5,7,17,0.566666667,Low,4,3
ebola_free_sometimes-20141020_101221-20141020_111325,19.5,6,5,3,5,5,12,0.4,Low,4,3
story_october_ebola-20141016_111453-20141016_121002,17.60493827,162,2,1,2,7,18,0.6,Moderate,3,3
school_paris_attack-20150110_105354-20150110_120210,16.7188755,249,1,0,3,9,17,0.566666667,Low,4,3
search_sea_airasia-20150102_093314-20150102_104302,16.44693493,20701,0,0,0,7,23,0.766666667,Moderate,3,1
gerrard_steven_liverpool-20150102_093314-20150102_104302,15.44935006,91777,0,0,2,4,24,0.8,High,2,2
gerrard_steven_work-20150102_093314-20150102_104302,20.98701299,77,0,2,6,6,16,0.533333333,Low,4,3
apple_russian_its-20141217_013906-20141217_031435,15.61732852,277,0,0,1,6,23,0.766666667,Moderate,3,2
test_misbah_fastest-20141102_015530-20141102_021706,17.35645011,7527,0,0,1,5,24,0.8,High,2,2
chelsea_than_west-20141226_074211-20141226_083417,18.2734375,128,0,0,6,6,18,0.6,Moderate,3,3
sam_smith_year-20150208_222440-20150208_231446,16.74264578,17303,1,0,1,2,26,0.866666667,High,2,1
fight_mayweather_pacquiao-20150221_070639-20150221_080039,14.36663127,39552,0,0,0,4,26,0.866666667,High,2,2
#sydneysiege_sydney_police-20141215_103623-20141215_113554,15.10232441,3958,0,0,0,5,25,0.833333333,High,2,3
eric_garner_death-20141203_141317-20141203_144502-20141203_155705-20141203_155951,16.15011177,29971,0,0,0,1,29,0.966666667,Perfect,1,1
shooting_attack_police-20150214_135649-20150214_150903,15.65357968,1299,0,0,0,6,24,0.8,High,2,3
jordan_ready_isis-20150128_072301-20150128_083844-20150128_085537,15.1231454,674,1,0,3,5,21,0.7,Moderate,3,3
speech_jimmy_award-20150104_092526-20150104_101520,16.27163904,1086,0,0,0,1,29,0.966666667,Perfect,1,2
harden_james_win-20150123_232020-20150124_002601,14.31824062,773,0,1,2,5,22,0.733333333,Moderate,3,3
pardew_him_newcastle-20141229_124554-20141229_134930,20.26788219,713,1,0,0,7,22,0.733333333,Moderate,3,3
officers_nypd_police-20141220_194850-20141220_210151,16.15225491,15566,0,0,0,4,26,0.866666667,High,2,3
#sotu_spend_care-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,21.75,16,1,1,7,4,17,0.566666667,Low,4,2
trade_sox_well-20141211_120453-20141211_132837,19.39473684,38,0,0,2,6,22,0.733333333,Moderate,3,3
coach_tomsula_head-20150114_172352-20150114_182507,15.70891328,7472,0,0,0,1,29,0.966666667,Perfect,1,4
win_game_falcons-20141221_150305-20141221_162513,18.06041924,811,0,0,0,4,26,0.866666667,High,2,3
cuba_obama_gross-20141217_094556-20141217_105230,15.61982119,9172,0,0,0,2,28,0.933333333,Perfect,1,1
london_airspace_computer-20141212_104348-20141212_114513-20141212_122008,13.30275118,8251,0,0,2,2,26,0.866666667,High,2,2
beijing_music_wave-20141025_045512-20141025_062430,14.03371113,27528,0,0,5,11,14,0.466666667,Low,4,3
united_manchester_city-20141102_095417-20141102_104321,12.94991745,1817,1,1,2,5,21,0.7,Moderate,3,1
ball_catch_dez-20150111_165955-20150111_181002,20.39546525,3396,0,0,1,7,22,0.733333333,Moderate,3,2
mvp_kershaw_win-20141113_180622-20141113_191531,16.98424879,2476,0,1,0,2,27,0.9,Perfect,1,3
royals_giants_#worldseries-20141029_181640-20141029_192203,15.58737611,15336,1,0,1,1,27,0.9,Perfect,1,2
arsenal_city_man-20150118_134323-20150118_145322,13.86849871,48798,0,0,1,2,27,0.9,Perfect,1,3
police_black_#antoniomartin-20141224_044022-20141224_054514,17.39093199,1985,0,0,2,3,25,0.833333333,High,2,3
game_duke_take-20141101_143335-20141101_153816,19.35897436,39,2,1,7,4,16,0.533333333,Low,4,1
attack_paris_police-20150107_190441-20150107_200442,15.43116943,8688,0,1,2,3,24,0.8,High,2,3
age_trailer_avengers-20141023_060248-20141023_071858,13.62386239,96914,0,0,1,1,28,0.933333333,Perfect,1,4
coach_win_duke-20150125_142652-20150125_153450,16.95920245,3260,0,0,1,1,28,0.933333333,Perfect,1,3
test_pakistan_sunday-20141026_064410-20141026_075114,17.3,10,0,0,0,8,22,0.733333333,Moderate,3,1
paris_against_via-20150112_035009-20150112_052517-20150112_064544,13.12765957,47,0,0,2,3,25,0.833333333,High,2,2
lakers_game_bulls-20150130_005259-20150130_022031,14.62306728,2393,0,0,0,3,27,0.9,Perfect,1,3
oregon_fsu_game-20150101_161018-20150101_173005,16.12310168,9943,2,0,2,2,24,0.8,High,2,3
win_arsenal_hull-20150104_110633-20150104_120216,18.6605317,1467,0,1,0,4,25,0.833333333,High,2,2
hanley_deal_red-20141123_225627-20141124_000502,15.55008586,1747,0,1,2,10,17,0.566666667,Low,4,3
october_liverpool_qpr-20141019_065743-20141019_081304,15.91447368,152,0,1,1,1,27,0.9,Perfect,1,2
smith_dean_coach-20150208_083844-20150208_093052,15.33099395,11399,0,0,0,0,30,1,Perfect,1,3
kobe_congrats_jordan-20141214_193903-20141214_204227,15.77417342,1603,0,0,0,3,27,0.9,Perfect,1,3
scott_rip_rest-20150104_145339-20150104_155443,17.33150309,1457,0,0,0,5,25,0.833333333,High,2,3
psn_xbox_down-20141226_180700-20141226_191355,16.7302735,15905,0,1,2,5,22,0.733333333,Moderate,3,3
birthday_hope_elvis-20150108_160031-20150108_170907,17.41134752,141,0,0,1,2,27,0.9,Perfect,1,4
veterans_our_served-20141111_103603-20141111_114430,19.14431384,34030,0,0,0,3,27,0.9,Perfect,1,3
game_central_michigan-20141224_153022-20141224_163710,13.44181034,2784,1,0,1,5,23,0.766666667,Moderate,3,2
update_cuba_full-20141217_094556-20141217_105230,18.61538462,13,0,0,2,6,22,0.733333333,Moderate,3,3
#chapelhillshooting_media_white-20150211_172148-20150211_184648,19.13680387,826,1,1,2,8,18,0.6,Moderate,3,2
guinea_fans_equatorial-20150205_152639-20150205_162516,15.53008596,2094,0,0,2,5,23,0.766666667,Moderate,3,3
diem_brown_cancer-20141114_113231-20141114_113307-20141114_125500,14.55709697,14633,0,0,0,1,29,0.966666667,Perfect,1,3
steelers_colts_uniforms-20141026_162345-20141026_173013,16.52941176,374,0,0,8,8,14,0.466666667,Low,4,1
man_police_black-20141222_125808-20141222_135640,18.59100346,4335,0,1,2,6,21,0.7,Moderate,3,4
liverpool_qpr_goals-20141019_065743-20141019_081304,17.00329489,2428,0,0,0,1,29,0.966666667,Perfect,1,3
goal_ivanovic_chelsea-20150217_131501-20150217_142737,14.52372823,2929,0,0,0,5,25,0.833333333,High,2,1
goal_arsenal_giroud-20150215_092454-20150215_103545,13.71460424,1794,1,0,0,5,24,0.8,High,2,1
villiers_odi_fastest-20150118_073935-20150118_083707,15.72231293,7350,0,0,2,2,26,0.866666667,High,2,2
beckham_catches_odell-20150129_171200-20150129_180123,16.55320033,2406,0,0,1,4,25,0.833333333,High,2,3
williams_brian_news-20150207_163228-20150207_171503-20150207_181543,15.46305243,42019,0,0,3,7,20,0.666666667,Moderate,3,1
game_series_giants-20141021_215634-20141021_225952,17.35727356,10930,0,0,1,1,28,0.933333333,Perfect,1,2
after_canada_ottawa-20141023_102453-20141023_112444-20141023_120026,16.08399344,7322,1,0,1,5,23,0.766666667,Moderate,3,3
brady_tom_season-20141026_162345-20141026_173013,18.5778781,443,2,2,6,4,16,0.533333333,Low,4,2
holidays_merry_ready-20141225_111110-20141225_121211,18.47138965,367,0,3,3,2,21,0.724137931,Moderate,3,2
retweet_year_#amas-20141019_065743-20141019_081304,13.41553134,1468,2,1,9,3,15,0.5,Low,4,3
merry_guys_#merrychristmas-20141225_111110-20141225_121211,13.03588517,836,0,2,3,1,23,0.793103448,Moderate,3,1
beautiful_lamela_goal-20141023_131253-20141023_145258-20141023_161032,11.51372549,255,0,0,2,6,22,0.733333333,Moderate,3,4
gea_liverpool_united-20141214_091758-20141214_100529,17.51396104,6160,0,0,2,3,25,0.833333333,High,2,1
liverpool_league_goal-20150210_171731-20150210_182605-20150210_193809,15.33765485,3471,0,0,1,4,25,0.833333333,High,2,1
ferguson_#ferguson_national-20141125_141733-20141125_152705,15.97653043,11206,1,0,2,6,21,0.7,Moderate,3,3
test_dhoni_cricket-20141230_032906-20141230_050752,15.48990515,14760,0,0,0,3,27,0.9,Perfect,1,2
paris_attack_french-20150107_040103-20150107_054935,15.69262362,6087,1,0,0,2,27,0.9,Perfect,1,2
vote_election_voting-20141104_105226-20141104_110806-20141104_121542,17,801,0,0,1,1,28,0.933333333,Perfect,1,3
obama_net_neutrality-20141110_124408-20141110_141220-20141110_153615,14.65110059,27667,0,1,1,3,25,0.833333333,High,2,3
scott_rip_espn-20150104_130045-20150104_135216,14.59516439,25519,0,0,0,2,28,0.933333333,Perfect,1,2
president_india_obama-20150125_020319-20150125_032430,17.54956723,19872,1,0,0,1,28,0.933333333,Perfect,1,2
jordan_isis_pilot-20150203_225646-20150204_000057,15.19934413,24395,0,0,0,2,28,0.933333333,Perfect,1,3
police_raid_belgium-20150115_125123-20150115_134444,15.33107588,6497,0,0,0,5,25,0.833333333,High,2,3
anne_kirkbride_died-20150119_155550-20150119_165433,15.46654867,2825,1,0,0,1,28,0.933333333,Perfect,1,1
state_emergency_#ferguson-20141117_131507-20141117_143415,16.84221311,3904,0,1,1,2,26,0.866666667,High,2,3
pharrell_#grammys_esteban-20150208_204025-20150208_213235,14.77477477,111,1,0,3,8,18,0.6,Moderate,3,2
barry_marion_mayor-20141123_081418-20141123_090920,14.38336144,19569,0,0,0,2,28,0.933333333,Perfect,1,2
harbaugh_michigan_jim-20141230_112124-20141230_124307,15.14526409,36086,0,0,0,1,29,0.966666667,Perfect,1,3
#ferguson_ferguson_police-20141125_183326-20141125_194005,16.61652422,7020,0,0,2,9,19,0.633333333,Moderate,3,3
#grammys_grammy_queen-20150208_183650-20150208_194148,14.2377261,387,0,4,3,4,19,0.633333333,Moderate,3,1
ebola_died_hospital-20141117_063918-20141117_074454,15.26729765,3064,0,0,0,5,25,0.833333333,High,2,1
ebola_obama_#ebola-20141016_181953-20141016_192544,17.26879308,18278,4,4,4,4,14,0.466666667,Low,4,2
game_league_liverpool-20141226_091837-20141226_101341,14.98279159,1046,0,0,1,5,24,0.8,High,2,3
sydney_#sydneysiege_cafe-20141215_050122-20141215_061304,14.86070439,7581,0,1,1,3,25,0.833333333,High,2,1
city_bony_breaking-20150106_110659-20150106_120654,18.30120482,249,0,0,5,6,19,0.633333333,Moderate,3,1
airasia_search_girl-20150102_222859-20150102_235457,13.6,25,0,0,1,9,20,0.666666667,Moderate,3,2
news_brian_claim-20150208_064403-20150208_074251,16.14767442,860,0,0,1,3,26,0.866666667,High,2,1
paris_france_police-20150109_091309-20150109_100150,16.35272371,9197,0,0,1,2,27,0.9,Perfect,1,3
via_news_barcelona-20150105_113919-20150105_124155,12.05,40,0,1,1,3,24,0.827586207,High,2,4
kobe_win_lakers-20141214_193903-20141214_204227,16.65765391,2404,0,0,0,2,28,0.933333333,Perfect,1,3
goal_lamela_said-20141023_131253-20141023_145258-20141023_161032,18.60909091,110,1,0,1,6,22,0.733333333,Moderate,3,1
bellingham_sad_lynda-20141020_015520-20141020_034009,15.5128783,6212,0,0,0,2,28,0.933333333,Perfect,1,3
missing_flight_airasia-20141228_051156-20141228_062938-20141228_072715,14.13886537,50783,0,0,0,2,28,0.933333333,Perfect,1,2
cowboys_#cowboysnation_game-20141019_180751-20141019_192233,13.78384798,842,1,0,1,1,27,0.9,Perfect,1,3
live_cancer_beat-20150104_110633-20150104_120216,24.11033875,10214,0,0,3,6,21,0.7,Moderate,3,2
ohio_state_oregon-20150112_223014-20150112_234607,14.44760226,99260,0,0,0,2,28,0.933333333,Perfect,1,1
arsenal_goal_rosicky-20150125_103201-20150125_112933,14.8075188,665,1,0,0,3,26,0.866666667,High,2,1
cambridge_united_cup-20150123_160429-20150123_171441,16.39212867,11129,0,1,0,3,26,0.866666667,High,2,2
children_school_killed-20141216_035652-20141216_052328,16.72679551,8382,0,0,0,5,25,0.833333333,High,2,1
cespedes_porcello_tigers-20141211_093100-20141211_104451,15.14368199,4503,0,0,0,1,29,0.966666667,Perfect,1,2
brady_tom_balls-20150122_214703-20150122_230412-20150123_002829,15.51142114,13834,0,0,4,7,19,0.633333333,Moderate,3,4
awards_gaon_chart-20150127_235634-20150128_014511,13.5402549,12868,0,0,0,7,23,0.766666667,Moderate,3,2
mlk_king_martin-20150119_215059-20150119_224933,16.1219614,28755,0,0,4,3,23,0.766666667,Moderate,3,2
romney_mitt_president-20150130_100004-20150130_105915,15.54487639,11164,0,1,1,3,25,0.833333333,High,2,1
lance_stephenson_win-20141107_203335-20141107_215719,13.75514403,486,0,0,0,0,30,1,Perfect,1,3
attack_#charliehebdo_paris-20150107_072714-20150107_085144,14.9407144,12094,0,0,0,1,29,0.966666667,Perfect,1,1
grammys_rihanna_#grammys-20150208_183650-20150208_194148,11.95899277,18387,0,0,3,6,21,0.7,Moderate,3,4
jets_breaking_trade-20141017_150647-20141017_163319,19.50445344,1235,0,0,1,1,28,0.933333333,Perfect,1,2
north_internet_korea-20141222_150927-20141222_161743,13.65385506,17276,0,0,2,5,23,0.766666667,Moderate,3,2
beyonc_beyonce_#grammys-20150208_204025-20150208_213235,13.39130435,23,1,0,2,5,22,0.733333333,Moderate,3,3
sam_grammy_everything-20150209_155754-20150209_171005-20150209_174456,16.28239203,301,1,0,1,6,22,0.733333333,Moderate,3,3
cowboys_season_redskins-20141228_141137-20141228_152650,17.03736921,669,0,1,4,7,18,0.6,Moderate,3,3
senzo_meyiwa_seen-20141027_070451-20141027_080958,19.2,20,0,1,4,4,21,0.7,Moderate,3,3
trade_garnett_kevin-20150219_131512-20150219_142250,14.86837954,4437,0,0,0,2,28,0.933333333,Perfect,1,3
tim_burton_carter-20141223_181233-20141223_191432,15.46440307,28303,0,0,1,10,19,0.633333333,Moderate,3,4
moment_jack_bruce-20141025_134937-20141025_144809,14.14049587,121,0,0,1,1,28,0.933333333,Perfect,1,3
anne_kirkbride_street-20150119_155550-20150119_165433,14.51170942,12554,0,0,1,1,28,0.933333333,Perfect,1,1
obama_president_india-20150125_020319-20150125_032430,17.56378496,19699,0,0,0,2,28,0.933333333,Perfect,1,1
blount_game_colts-20150118_201944-20150118_213212,20.77314815,648,0,0,1,6,23,0.766666667,Moderate,3,3
arsenal_united_goal-20141122_122416-20141122_132506,14.53627464,7457,1,0,1,3,25,0.833333333,High,2,2
carter_finals_vince-20141216_201542-20141216_213344,14.6,5,3,1,10,7,9,0.3,Low,4,3
news_breaking_ebola-20141016_072313-20141016_082727,14.66611674,12729,1,1,3,5,20,0.666666667,Moderate,3,4
colts_patriots_game-20150118_201944-20150118_213212,15.68279717,18247,0,0,3,2,25,0.833333333,High,2,1
veterans_our_country-20141111_103603-20141111_114430,18.80777592,55659,0,0,0,3,27,0.9,Perfect,1,1
hamilton_josh_breaking-20150226_104553-20150226_120204,15.74576271,118,0,0,0,7,23,0.766666667,Moderate,3,2
#goldenglobes_golden_red-20150111_165955-20150111_181002,13.8510479,4008,0,0,1,3,26,0.866666667,High,2,1
lavine_zach_dunk-20150214_212718-20150214_224205,13.34263782,22928,0,0,0,6,24,0.8,High,2,2
hamilton_lewis_world-20141123_081418-20141123_090920,13.68643765,11178,0,0,0,2,28,0.933333333,Perfect,1,1
#oscars_simmons_oscar-20150222_200058-20150222_205845,15.57142857,784,0,0,2,4,24,0.8,High,2,2
breaking_news_dead-20141017_054732-20141017_070826,14.42388332,2194,0,0,7,10,13,0.433333333,Low,4,2
#charliehebdo_attack_charlie-20150107_100842-20150107_112852,13.68684937,9414,1,0,0,3,26,0.866666667,High,2,2
kobe_dwight_something-20141029_080253-20141029_090256,16.9,80,1,1,7,6,15,0.5,Low,4,3
#sotu_obama_ever-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,17.7997076,684,2,0,1,7,20,0.666666667,Moderate,3,2
muslim_paris_kosher-20150110_105354-20150110_120210,15.92652882,2273,0,0,0,7,23,0.766666667,Moderate,3,3
#chapelhillshooting_muslim_white-20150211_142604-20150211_155244,18.65765766,1443,1,1,4,8,16,0.533333333,Low,4,3
state_ohio_game-20150102_093314-20150102_104302,15.49736966,31745,0,1,0,1,28,0.933333333,Perfect,1,1
royals_game_series-20141015_203526-20141015_213926,18.66770026,5805,0,0,1,3,26,0.866666667,High,2,1
arsenal_spurs_tottenham-20150207_091347-20150207_100105,16.27611715,6624,0,0,1,4,25,0.833333333,High,2,1
scott_since_forget-20150104_092526-20150104_101520,22.83823529,68,0,0,1,1,28,0.933333333,Perfect,1,3
torture_cia_report-20141209_135024-20141209_145904,14.49942899,70927,0,1,4,7,18,0.6,Moderate,3,3
obama_president_india-20150127_093251-20150127_102836,17.19268053,33527,0,0,2,0,28,0.933333333,Perfect,1,1
michael_sam_cowboys-20141021_152252-20141021_162823,14.23607673,6464,0,0,0,1,29,0.966666667,Perfect,1,2
diwali_may_very-20141023_025838-20141023_043608,21.25263704,5783,0,0,3,3,24,0.8,High,2,4
marshawn_lynch_media-20150128_095729-20150128_110141,16.55106713,13541,2,0,2,7,19,0.633333333,Moderate,3,2
dunk_zach_contest-20150215_142000-20150215_154229,14.22477829,22778,0,0,0,2,28,0.933333333,Perfect,1,2
guilty_sniper_american-20150224_210345-20150224_221023,13.91344679,13691,1,0,0,0,29,0.966666667,Perfect,1,3
done_school_pakistan-20141218_114925-20141218_130701,20.13223141,121,0,0,1,9,20,0.666666667,Moderate,3,2
baylor_kicker_dead-20150101_161018-20150101_173005,8.733692987,2039,3,15,6,1,5,0.166666667,Low,4,2
nba_trade_deadline-20150219_131512-20150219_142250,13.06105846,24583,0,0,1,5,24,0.8,High,2,2
qpr_liverpool_game-20141019_091953-20141019_102237,14.6257649,3105,0,2,0,5,23,0.766666667,Moderate,3,2
murray_final_andy-20150129_065424-20150129_075638,16.52955954,5971,0,0,0,3,27,0.9,Perfect,1,2
peyton_manning_game-20150111_192153-20150111_202104-20150111_205536,17.10440634,4607,0,0,2,4,24,0.8,High,2,3
mariota_marcus_heisman-20141213_192354-20141213_202422,13.95114773,25485,0,1,0,2,27,0.9,Perfect,1,1
bobby_shmurda_december-20141218_141802-20141218_154056,14.41860465,43,0,0,2,8,20,0.666666667,Moderate,3,3
stuart_scott_him-20150104_202912-20150104_212925,20.18853199,15504,1,0,0,2,27,0.9,Perfect,1,1
game_kentucky_texas-20150110_131157-20150110_141440,13.05882353,935,0,0,0,3,27,0.9,Perfect,1,2
ebola_obama_gotta-20141024_143812-20141024_144435-20141024_145336-20141024_155934,19.74074074,27,2,2,7,6,13,0.433333333,Low,4,3
#sotu_leave_paid-20150120_202650-20150120_203149-20150120_204136-20150120_214014-20150120_225904,17.61622156,1011,0,0,1,5,24,0.8,High,2,3
obama_state_union-20150121_073728-20150121_084702,15.67237595,97502,0,0,3,5,22,0.733333333,Moderate,3,4
grammy_heart_iggy-20150208_204025-20150208_213235,17.52173913,23,1,1,3,7,18,0.6,Moderate,3,3
court_marriage_supreme-20150116_142459-20150116_142949-20150116_143440-20150116_155016,14.78252485,26964,0,1,0,3,26,0.866666667,High,2,2
charlie_paris_obama-20150113_095338-20150113_095555-20150113_110027,16.59948431,2327,0,1,4,6,19,0.633333333,Moderate,3,3
sydney_flag_hostages-20141214_172917-20141214_183609,16.04608749,8115,1,0,2,4,23,0.766666667,Moderate,3,3
cowboys_#indvsdal_colts-20141221_150305-20141221_162513,13.71901608,1057,0,0,0,2,28,0.933333333,Perfect,1,3
bucks_knight_michael-20150219_152858-20150219_163855,16.36270023,874,0,0,1,6,23,0.766666667,Moderate,3,3
yams_asap_rest-20150118_113226-20150118_124137,10.42223502,1736,0,1,3,3,23,0.766666667,Moderate,3,1
attack_school_children-20141216_035652-20141216_052328,15.96379136,10909,0,0,0,5,25,0.833333333,High,2,2
game_fsu_notre-20141018_223816-20141018_235231,15.16589525,4105,0,0,0,2,28,0.933333333,Perfect,1,2
bodies_airasia_search-20141230_032906-20141230_050752,14.46394402,7003,0,1,0,2,27,0.9,Perfect,1,3
marshawn_lynch_fined-20150127_132603-20150127_143035,15.89200434,5528,0,0,1,4,25,0.833333333,High,2,4
birdman_oscar_#oscars-20150222_233635-20150223_003309,14.41391391,1998,0,0,1,0,29,0.966666667,Perfect,1,1
menino_mayor_breaking-20141030_110646-20141030_120557,14.67970205,537,0,0,0,3,27,0.9,Perfect,1,3
wilson_darren_brown-20141125_163036-20141125_173141,16.25882648,79845,1,1,0,7,21,0.7,Moderate,3,4
wins_joe_state-20150116_122141-20150116_132510,16.57439063,6318,0,1,0,3,26,0.866666667,High,2,2
packers_cowboys_green-20150111_144629-20150111_155923,15.43846942,14635,0,0,0,5,25,0.833333333,High,2,1
rose_breaking_knee-20150224_231202-20150225_001939,16.73127148,1455,0,0,1,5,24,0.8,High,2,2
bjp_delhi_bedi-20150210_022240-20150210_034401,18.00044014,6816,0,0,4,3,23,0.766666667,Moderate,3,3
cousins_all-star_game-20150130_135705-20150130_151532,15.32651622,2836,0,0,0,3,27,0.9,Perfect,1,2
awards_chart_gaon-20150128_095729-20150128_110141,13.60127767,15497,0,0,3,6,21,0.7,Moderate,3,3
iggy_win_grammy-20150208_183650-20150208_194148,15.46937937,7299,1,3,0,5,21,0.7,Moderate,3,4
smith_#grammys_sam-20150208_183650-20150208_194148,12.54552166,25735,0,0,2,8,20,0.666666667,Moderate,3,2
fsu_oregon_team-20150101_185404-20150101_195932,19.66666667,3213,0,1,1,6,22,0.733333333,Moderate,3,2
#sydneysiege_sydney_police-20141214_235644-20141215_010737,15.10570825,3784,0,0,1,6,23,0.766666667,Moderate,3,3
cuomo_mario_york-20150101_211004-20150101_222556,15.24653307,24950,0,0,0,2,28,0.933333333,Perfect,1,3
chelsea_costa_diego-20141226_074211-20141226_083417,16.54212739,6421,0,0,0,1,29,0.966666667,Perfect,1,3
aguero_city_bayern-20141125_163036-20141125_173141,15.45942149,12100,0,0,1,6,23,0.766666667,Moderate,3,3
performance_#grammys_common-20150208_222440-20150208_231446,13.72279261,974,0,0,1,6,23,0.766666667,Moderate,3,1
game_kentucky_win-20150110_153142-20150110_165043,17.76322418,397,0,0,1,4,25,0.833333333,High,2,3
arsenal_monaco_league-20150225_150607-20150225_161222,15.10678519,17774,0,0,0,3,27,0.9,Perfect,1,3
mayweather_fight_floyd-20150220_185641-20150220_195817,14.72017519,14384,0,0,2,2,26,0.866666667,High,2,2
news_breaking_girls-20141018_103241-20141018_112907,15.7172043,930,0,2,3,10,15,0.5,Low,4,3
